,index,variable,value
3275,China - Hebei,3/27/20,310
3276,Diamond Princess,3/27/20,597
3277,China - Fujian,3/27/20,295
3278,Malaysia,3/27/20,259
3279,Denmark,3/27/20,1
3280,China - Shaanxi,3/27/20,242
3281,China - Guangxi,3/27/20,250
3282,Japan,3/27/20,372
3283,Turkey,3/27/20,42
3284,Peru,3/27/20,16
3285,Thailand,3/27/20,97
3286,China - Yunnan,3/27/20,172
3287,China - Hainan,3/27/20,168
3288,Singapore,3/27/20,183
3289,Bahrain,3/27/20,227
3290,China - Guizhou,3/27/20,144
3291,Chile,3/27/20,43
3292,China - Shanxi,3/27/20,133
3293,Australia - Victoria,3/27/20,171
3294,China - Tianjin,3/27/20,133
3295,Israel,3/27/20,79
3296,China - Liaoning,3/27/20,124
3297,China - Gansu,3/27/20,123
3298,Romania,3/27/20,115
3299,Iceland,3/27/20,97
3300,China - Hubei,3/28/20,62098
3301,Spain,3/28/20,12285
3302,Iran,3/28/20,11679
3303,Germany,3/28/20,8481
3304,Italy,3/28/20,12384
3305,France,3/28/20,5700
3306,US,3/28/20,1072
3307,"Korea, South",3/28/20,4811
3308,Switzerland,3/28/20,1530
3309,China - Guangdong,3/28/20,1341
3310,China - Henan,3/28/20,1251
3311,China - Zhejiang,3/28/20,1225
3312,China - Hunan,3/28/20,1014
3313,China - Anhui,3/28/20,984
3314,China - Jiangxi,3/28/20,934
3315,Belgium,3/28/20,1063
3316,China - Shandong,3/28/20,752
3317,China - Jiangsu,3/28/20,631
3318,Canada,3/28/20,466
3319,Austria,3/28/20,225
3320,China - Chongqing,3/28/20,570
3321,China - Sichuan,3/28/20,536
3322,China - Heilongjiang,3/28/20,469
3323,China - Beijing,3/28/20,410
3324,China - Shanghai,3/28/20,334
3325,China - Hebei,3/28/20,310
3326,Diamond Princess,3/28/20,597
3327,China - Fujian,3/28/20,295
3328,Malaysia,3/28/20,320
3329,Denmark,3/28/20,1
3330,China - Shaanxi,3/28/20,242
3331,China - Guangxi,3/28/20,250
3332,Japan,3/28/20,404
3333,Turkey,3/28/20,70
3334,Peru,3/28/20,16
3335,Thailand,3/28/20,97
3336,China - Yunnan,3/28/20,172
3337,China - Hainan,3/28/20,168
3338,Singapore,3/28/20,198
3339,Bahrain,3/28/20,265
3340,China - Guizhou,3/28/20,144
3341,Chile,3/28/20,61
3342,China - Shanxi,3/28/20,133
3343,Australia - Victoria,3/28/20,191
3344,China - Tianjin,3/28/20,133
3345,Israel,3/28/20,89
3346,China - Liaoning,3/28/20,124
3347,China - Gansu,3/28/20,125
3348,Romania,3/28/20,139
3349,Iceland,3/28/20,114
3350,China - Hubei,3/29/20,62570
3351,Spain,3/29/20,14709
3352,Iran,3/29/20,12391
3353,Germany,3/29/20,9211
3354,Italy,3/29/20,13030
3355,France,3/29/20,7202
3356,US,3/29/20,2665
3357,"Korea, South",3/29/20,5033
3358,Switzerland,3/29/20,1595
3359,China - Guangdong,3/29/20,1349
3360,China - Henan,3/29/20,1251
3361,China - Zhejiang,3/29/20,1225
3362,China - Hunan,3/29/20,1014
3363,China - Anhui,3/29/20,984
3364,China - Jiangxi,3/29/20,934
3365,Belgium,3/29/20,1359
3366,China - Shandong,3/29/20,752
3367,China - Jiangsu,3/29/20,631
3368,Canada,3/29/20,466
3369,Austria,3/29/20,479
3370,China - Chongqing,3/29/20,570
3371,China - Sichuan,3/29/20,536
3372,China - Heilongjiang,3/29/20,469
3373,China - Beijing,3/29/20,412
3374,China - Shanghai,3/29/20,334
3375,China - Hebei,3/29/20,310
3376,Diamond Princess,3/29/20,603
3377,China - Fujian,3/29/20,295
3378,Malaysia,3/29/20,388
3379,Denmark,3/29/20,1
3380,China - Shaanxi,3/29/20,242
3381,China - Guangxi,3/29/20,250
3382,Japan,3/29/20,424
3383,Turkey,3/29/20,105
3384,Peru,3/29/20,16
3385,Thailand,3/29/20,97
3386,China - Yunnan,3/29/20,172
3387,China - Hainan,3/29/20,168
3388,Singapore,3/29/20,212
3389,Bahrain,3/29/20,272
3390,China - Guizhou,3/29/20,144
3391,Chile,3/29/20,75
3392,China - Shanxi,3/29/20,133
3393,Australia - Victoria,3/29/20,191
3394,China - Tianjin,3/29/20,133
3395,Israel,3/29/20,132
3396,China - Liaoning,3/29/20,124
3397,China - Gansu,3/29/20,125
3398,Romania,3/29/20,206
3399,Iceland,3/29/20,135
3400,China - Hubei,3/30/20,62889
3401,Spain,3/30/20,16780
3402,Iran,3/30/20,13911
3403,Germany,3/30/20,13500
3404,Italy,3/30/20,14620
3405,France,3/30/20,7927
3406,US,3/30/20,5644
3407,"Korea, South",3/30/20,5228
3408,Switzerland,3/30/20,1823
3409,China - Guangdong,3/30/20,1351
3410,China - Henan,3/30/20,1251
3411,China - Zhejiang,3/30/20,1225
3412,China - Hunan,3/30/20,1014
3413,China - Anhui,3/30/20,984
3414,China - Jiangxi,3/30/20,935
3415,Belgium,3/30/20,1527
3416,China - Shandong,3/30/20,753
3417,China - Jiangsu,3/30/20,631
3418,Canada,3/30/20,466
3419,Austria,3/30/20,636
3420,China - Chongqing,3/30/20,570
3421,China - Sichuan,3/30/20,536
3422,China - Heilongjiang,3/30/20,469
3423,China - Beijing,3/30/20,415
3424,China - Shanghai,3/30/20,338
3425,China - Hebei,3/30/20,310
3426,Diamond Princess,3/30/20,603
3427,China - Fujian,3/30/20,295
3428,Malaysia,3/30/20,479
3429,Denmark,3/30/20,1
3430,China - Shaanxi,3/30/20,242
3431,China - Guangxi,3/30/20,250
3432,Japan,3/30/20,424
3433,Turkey,3/30/20,162
3434,Peru,3/30/20,53
3435,Thailand,3/30/20,229
3436,China - Yunnan,3/30/20,172
3437,China - Hainan,3/30/20,168
3438,Singapore,3/30/20,228
3439,Bahrain,3/30/20,279
3440,China - Guizhou,3/30/20,144
3441,Chile,3/30/20,156
3442,China - Shanxi,3/30/20,133
3443,Australia - Victoria,3/30/20,191
3444,China - Tianjin,3/30/20,133
3445,Israel,3/30/20,161
3446,China - Liaoning,3/30/20,124
3447,China - Gansu,3/30/20,125
3448,Romania,3/30/20,209
3449,Iceland,3/30/20,157
3450,China - Hubei,3/31/20,63153
3451,Spain,3/31/20,19259
3452,Iran,3/31/20,14656
3453,Germany,3/31/20,16100
3454,Italy,3/31/20,15729
3455,France,3/31/20,9444
3456,US,3/31/20,7024
3457,"Korea, South",3/31/20,5408
3458,Switzerland,3/31/20,1823
3459,China - Guangdong,3/31/20,1356
3460,China - Henan,3/31/20,1251
3461,China - Zhejiang,3/31/20,1226
3462,China - Hunan,3/31/20,1014
3463,China - Anhui,3/31/20,984
3464,China - Jiangxi,3/31/20,935
3465,Belgium,3/31/20,1696
3466,China - Shandong,3/31/20,753
3467,China - Jiangsu,3/31/20,631
3468,Canada,3/31/20,1592
3469,Austria,3/31/20,1095
3470,China - Chongqing,3/31/20,570
3471,China - Sichuan,3/31/20,536
3472,China - Heilongjiang,3/31/20,469
3473,China - Beijing,3/31/20,418
3474,China - Shanghai,3/31/20,341
3475,China - Hebei,3/31/20,310
3476,Diamond Princess,3/31/20,603
3477,China - Fujian,3/31/20,295
3478,Malaysia,3/31/20,537
3479,Denmark,3/31/20,1
3480,China - Shaanxi,3/31/20,242
3481,China - Guangxi,3/31/20,250
3482,Japan,3/31/20,424
3483,Turkey,3/31/20,243
3484,Peru,3/31/20,394
3485,Thailand,3/31/20,342
3486,China - Yunnan,3/31/20,172
3487,China - Hainan,3/31/20,168
3488,Singapore,3/31/20,240
3489,Bahrain,3/31/20,295
3490,China - Guizhou,3/31/20,144
3491,Chile,3/31/20,156
3492,China - Shanxi,3/31/20,133
3493,Australia - Victoria,3/31/20,291
3494,China - Tianjin,3/31/20,135
3495,Israel,3/31/20,224
3496,China - Liaoning,3/31/20,124
3497,China - Gansu,3/31/20,125
3498,Romania,3/31/20,220
3499,Iceland,3/31/20,198
3500,China - Hubei,4/1/20,63326
3501,Spain,4/1/20,22647
3502,Iran,4/1/20,15473
3503,Germany,4/1/20,18700
3504,Italy,4/1/20,16847
3505,France,4/1/20,10934
3506,US,4/1/20,8474
3507,"Korea, South",4/1/20,5567
3508,Switzerland,4/1/20,2967
3509,China - Guangdong,4/1/20,1357
3510,China - Henan,4/1/20,1251
3511,China - Zhejiang,4/1/20,1226
3512,China - Hunan,4/1/20,1014
3513,China - Anhui,4/1/20,984
3514,China - Jiangxi,4/1/20,935
3515,Belgium,4/1/20,2132
3516,China - Shandong,4/1/20,753
3517,China - Jiangsu,4/1/20,631
3518,Canada,4/1/20,1324
3519,Austria,4/1/20,1436
3520,China - Chongqing,4/1/20,570
3521,China - Sichuan,4/1/20,537
3522,China - Heilongjiang,4/1/20,469
3523,China - Beijing,4/1/20,418
3524,China - Shanghai,4/1/20,341
3525,China - Hebei,4/1/20,310
3526,Diamond Princess,4/1/20,603
3527,China - Fujian,4/1/20,298
3528,Malaysia,4/1/20,645
3529,Denmark,4/1/20,894
3530,China - Shaanxi,4/1/20,242
3531,China - Guangxi,4/1/20,250
3532,Japan,4/1/20,472
3533,Turkey,4/1/20,333
3534,Peru,4/1/20,394
3535,Thailand,4/1/20,505
3536,China - Yunnan,4/1/20,172
3537,China - Hainan,4/1/20,168
3538,Singapore,4/1/20,245
3539,Bahrain,4/1/20,337
3540,China - Guizhou,4/1/20,144
3541,Chile,4/1/20,234
3542,China - Shanxi,4/1/20,133
3543,Australia - Victoria,4/1/20,343
3544,China - Tianjin,4/1/20,135
3545,Israel,4/1/20,241
3546,China - Liaoning,4/1/20,124
3547,China - Gansu,4/1/20,127
3548,Romania,4/1/20,252
3549,Iceland,4/1/20,225
3550,China - Hubei,4/2/20,63471
3551,Spain,4/2/20,26743
3552,Iran,4/2/20,16711
3553,Germany,4/2/20,22440
3554,Italy,4/2/20,18278
3555,France,4/2/20,12428
3556,US,4/2/20,9001
3557,"Korea, South",4/2/20,5828
3558,Switzerland,4/2/20,4013
3559,China - Guangdong,4/2/20,1365
3560,China - Henan,4/2/20,1251
3561,China - Zhejiang,4/2/20,1228
3562,China - Hunan,4/2/20,1014
3563,China - Anhui,4/2/20,984
3564,China - Jiangxi,4/2/20,935
3565,Belgium,4/2/20,2495
3566,China - Shandong,4/2/20,753
3567,China - Jiangsu,4/2/20,631
3568,Canada,4/2/20,1735
3569,Austria,4/2/20,1749
3570,China - Chongqing,4/2/20,570
3571,China - Sichuan,4/2/20,537
3572,China - Heilongjiang,4/2/20,469
3573,China - Beijing,4/2/20,424
3574,China - Shanghai,4/2/20,343
3575,China - Hebei,4/2/20,310
3576,Diamond Princess,4/2/20,619
3577,China - Fujian,4/2/20,299
3578,Malaysia,4/2/20,767
3579,Denmark,4/2/20,1089
3580,China - Shaanxi,4/2/20,242
3581,China - Guangxi,4/2/20,252
3582,Japan,4/2/20,472
3583,Turkey,4/2/20,415
3584,Peru,4/2/20,537
3585,Thailand,4/2/20,505
3586,China - Yunnan,4/2/20,172
3587,China - Hainan,4/2/20,162
3588,Singapore,4/2/20,266
3589,Bahrain,4/2/20,381
3590,China - Guizhou,4/2/20,144
3591,Chile,4/2/20,335
3592,China - Shanxi,4/2/20,133
3593,Australia - Victoria,4/2/20,422
3594,China - Tianjin,4/2/20,135
3595,Israel,4/2/20,338
3596,China - Liaoning,4/2/20,124
3597,China - Gansu,4/2/20,127
3598,Romania,4/2/20,267
3599,Iceland,4/2/20,284
3600,China - Hubei,4/3/20,63612
3601,Spain,4/3/20,30513
3602,Iran,4/3/20,17935
3603,Germany,4/3/20,24575
3604,Italy,4/3/20,19758
3605,France,4/3/20,14008
3606,US,4/3/20,9707
3607,"Korea, South",4/3/20,6021
3608,Switzerland,4/3/20,4846
3609,China - Guangdong,4/3/20,1368
3610,China - Henan,4/3/20,1251
3611,China - Zhejiang,4/3/20,1228
3612,China - Hunan,4/3/20,1014
3613,China - Anhui,4/3/20,984
3614,China - Jiangxi,4/3/20,935
3615,Belgium,4/3/20,2872
3616,China - Shandong,4/3/20,754
3617,China - Jiangsu,4/3/20,632
3618,Canada,4/3/20,2175
3619,Austria,4/3/20,2022
3620,China - Chongqing,4/3/20,570
3621,China - Sichuan,4/3/20,537
3622,China - Heilongjiang,4/3/20,469
3623,China - Beijing,4/3/20,434
3624,China - Shanghai,4/3/20,348
3625,China - Hebei,4/3/20,310
3626,Diamond Princess,4/3/20,619
3627,China - Fujian,4/3/20,300
3628,Malaysia,4/3/20,827
3629,Denmark,4/3/20,1193
3630,China - Shaanxi,4/3/20,244
3631,China - Guangxi,4/3/20,252
3632,Japan,4/3/20,514
3633,Turkey,4/3/20,484
3634,Peru,4/3/20,537
3635,Thailand,4/3/20,612
3636,China - Yunnan,4/3/20,172
3637,China - Hainan,4/3/20,162
3638,Singapore,4/3/20,282
3639,Bahrain,4/3/20,382
3640,China - Guizhou,4/3/20,144
3641,Chile,4/3/20,427
3642,China - Shanxi,4/3/20,133
3643,Australia - Victoria,4/3/20,476
3644,China - Tianjin,4/3/20,140
3645,Israel,4/3/20,403
3646,China - Liaoning,4/3/20,124
3647,China - Gansu,4/3/20,127
3648,Romania,4/3/20,283
3649,Iceland,4/3/20,309
3650,China - Hubei,4/4/20,63762
3651,Spain,4/4/20,34219
3652,Iran,4/4/20,19736
3653,Germany,4/4/20,26400
3654,Italy,4/4/20,20996
3655,France,4/4/20,15438
3656,US,4/4/20,14652
3657,"Korea, South",4/4/20,6325
3658,Switzerland,4/4/20,6415
3659,China - Guangdong,4/4/20,1378
3660,China - Henan,4/4/20,1251
3661,China - Zhejiang,4/4/20,1229
3662,China - Hunan,4/4/20,1014
3663,China - Anhui,4/4/20,984
3664,China - Jiangxi,4/4/20,935
3665,Belgium,4/4/20,3247
3666,China - Shandong,4/4/20,755
3667,China - Jiangsu,4/4/20,632
3668,Canada,4/4/20,2577
3669,Austria,4/4/20,2507
3670,China - Chongqing,4/4/20,570
3671,China - Sichuan,4/4/20,538
3672,China - Heilongjiang,4/4/20,469
3673,China - Beijing,4/4/20,438
3674,China - Shanghai,4/4/20,356
3675,China - Hebei,4/4/20,310
3676,Diamond Princess,4/4/20,619
3677,China - Fujian,4/4/20,301
3678,Malaysia,4/4/20,915
3679,Denmark,4/4/20,1283
3680,China - Shaanxi,4/4/20,245
3681,China - Guangxi,4/4/20,252
3682,Japan,4/4/20,514
3683,Turkey,4/4/20,786
3684,Peru,4/4/20,914
3685,Thailand,4/4/20,674
3686,China - Yunnan,4/4/20,172
3687,China - Hainan,4/4/20,162
3688,Singapore,4/4/20,297
3689,Bahrain,4/4/20,423
3690,China - Guizhou,4/4/20,144
3691,Chile,4/4/20,528
3692,China - Shanxi,4/4/20,133
3693,Australia - Victoria,4/4/20,527
3694,China - Tianjin,4/4/20,144
3695,Israel,4/4/20,427
3696,China - Liaoning,4/4/20,125
3697,China - Gansu,4/4/20,131
3698,Romania,4/4/20,329
3699,Iceland,4/4/20,396
3700,China - Hubei,4/5/20,63945
3701,Spain,4/5/20,38080
3702,Iran,4/5/20,19736
3703,Germany,4/5/20,28700
3704,Italy,4/5/20,21815
3705,France,4/5/20,16183
3706,US,4/5/20,17448
3707,"Korea, South",4/5/20,6463
3708,Switzerland,4/5/20,6415
3709,China - Guangdong,4/5/20,1387
3710,China - Henan,4/5/20,1251
3711,China - Zhejiang,4/5/20,1230
3712,China - Hunan,4/5/20,1014
3713,China - Anhui,4/5/20,984
3714,China - Jiangxi,4/5/20,935
3715,Belgium,4/5/20,3751
3716,China - Shandong,4/5/20,755
3717,China - Jiangsu,4/5/20,633
3718,Canada,4/5/20,3012
3719,Austria,4/5/20,2998
3720,China - Chongqing,4/5/20,570
3721,China - Sichuan,4/5/20,539
3722,China - Heilongjiang,4/5/20,469
3723,China - Beijing,4/5/20,441
3724,China - Shanghai,4/5/20,383
3725,China - Hebei,4/5/20,310
3726,Diamond Princess,4/5/20,619
3727,China - Fujian,4/5/20,303
3728,Malaysia,4/5/20,1005
3729,Denmark,4/5/20,1327
3730,China - Shaanxi,4/5/20,245
3731,China - Guangxi,4/5/20,252
3732,Japan,4/5/20,514
3733,Turkey,4/5/20,1042
3734,Peru,4/5/20,989
3735,Thailand,4/5/20,793
3736,China - Yunnan,4/5/20,172
3737,China - Hainan,4/5/20,162
3738,Singapore,4/5/20,320
3739,Bahrain,4/5/20,431
3740,China - Guizhou,4/5/20,144
3741,Chile,4/5/20,618
3742,China - Shanxi,4/5/20,133
3743,Australia - Victoria,4/5/20,573
3744,China - Tianjin,4/5/20,144
3745,Israel,4/5/20,477
3746,China - Liaoning,4/5/20,126
3747,China - Gansu,4/5/20,131
3748,Romania,4/5/20,374
3749,Iceland,4/5/20,428
3750,China - Hubei,4/6/20,64014
3751,Spain,4/6/20,40437
3752,Iran,4/6/20,24236
3753,Germany,4/6/20,28700
3754,Italy,4/6/20,22837
3755,France,4/6/20,17250
3756,US,4/6/20,19581
3757,"Korea, South",4/6/20,6598
3758,Switzerland,4/6/20,8056
3759,China - Guangdong,4/6/20,1395
3760,China - Henan,4/6/20,1252
3761,China - Zhejiang,4/6/20,1230
3762,China - Hunan,4/6/20,1014
3763,China - Anhui,4/6/20,984
3764,China - Jiangxi,4/6/20,935
3765,Belgium,4/6/20,3986
3766,China - Shandong,4/6/20,755
3767,China - Jiangsu,4/6/20,633
3768,Canada,4/6/20,3256
3769,Austria,4/6/20,3463
3770,China - Chongqing,4/6/20,570
3771,China - Sichuan,4/6/20,540
3772,China - Heilongjiang,4/6/20,469
3773,China - Beijing,4/6/20,443
3774,China - Shanghai,4/6/20,389
3775,China - Hebei,4/6/20,310
3776,Diamond Princess,4/6/20,619
3777,China - Fujian,4/6/20,305
3778,Malaysia,4/6/20,1241
3779,Denmark,4/6/20,1378
3780,China - Shaanxi,4/6/20,246
3781,China - Guangxi,4/6/20,252
3782,Japan,4/6/20,575
3783,Turkey,4/6/20,1326
3784,Peru,4/6/20,997
3785,Thailand,4/6/20,793
3786,China - Yunnan,4/6/20,172
3787,China - Hainan,4/6/20,162
3788,Singapore,4/6/20,344
3789,Bahrain,4/6/20,458
3790,China - Guizhou,4/6/20,144
3791,Chile,4/6/20,728
3792,China - Shanxi,4/6/20,133
3793,Australia - Victoria,4/6/20,620
3794,China - Tianjin,4/6/20,144
3795,Israel,4/6/20,585
3796,China - Liaoning,4/6/20,128
3797,China - Gansu,4/6/20,132
3798,Romania,4/6/20,406
3799,Iceland,4/6/20,460
3800,China - Hubei,4/7/20,64073
3801,Spain,4/7/20,43208
3802,Iran,4/7/20,27039
3803,Germany,4/7/20,36081
3804,Italy,4/7/20,24392
3805,France,4/7/20,19337
3806,US,4/7/20,21763
3807,"Korea, South",4/7/20,6694
3808,Switzerland,4/7/20,8704
3809,China - Guangdong,4/7/20,1401
3810,China - Henan,4/7/20,1252
3811,China - Zhejiang,4/7/20,1230
3812,China - Hunan,4/7/20,1014
3813,China - Anhui,4/7/20,984
3814,China - Jiangxi,4/7/20,935
3815,Belgium,4/7/20,4157
3816,China - Shandong,4/7/20,755
3817,China - Jiangsu,4/7/20,633
3818,Canada,4/7/20,3791
3819,Austria,4/7/20,4046
3820,China - Chongqing,4/7/20,570
3821,China - Sichuan,4/7/20,541
3822,China - Heilongjiang,4/7/20,469
3823,China - Beijing,4/7/20,448
3824,China - Shanghai,4/7/20,406
3825,China - Hebei,4/7/20,312
3826,Diamond Princess,4/7/20,619
3827,China - Fujian,4/7/20,305
3828,Malaysia,4/7/20,1321
3829,Denmark,4/7/20,1491
3830,China - Shaanxi,4/7/20,246
3831,China - Guangxi,4/7/20,252
3832,Japan,4/7/20,592
3833,Turkey,4/7/20,1582
3834,Peru,4/7/20,1301
3835,Thailand,4/7/20,888
3836,China - Yunnan,4/7/20,173
3837,China - Hainan,4/7/20,162
3838,Singapore,4/7/20,377
3839,Bahrain,4/7/20,458
3840,China - Guizhou,4/7/20,144
3841,Chile,4/7/20,898
3842,China - Shanxi,4/7/20,133
3843,Australia - Victoria,4/7/20,620
3844,China - Tianjin,4/7/20,151
3845,Israel,4/7/20,770
3846,China - Liaoning,4/7/20,130
3847,China - Gansu,4/7/20,132
3848,Romania,4/7/20,460
3849,Iceland,4/7/20,559
3850,China - Hubei,4/8/20,64142
3851,Spain,4/8/20,48021
3852,Iran,4/8/20,29812
3853,Germany,4/8/20,46300
3854,Italy,4/8/20,26491
3855,France,4/8/20,21254
3856,US,4/8/20,23559
3857,"Korea, South",4/8/20,6776
3858,Switzerland,4/8/20,9800
3859,China - Guangdong,4/8/20,1411
3860,China - Henan,4/8/20,1252
3861,China - Zhejiang,4/8/20,1232
3862,China - Hunan,4/8/20,1014
3863,China - Anhui,4/8/20,984
3864,China - Jiangxi,4/8/20,935
3865,Belgium,4/8/20,4681
3866,China - Shandong,4/8/20,755
3867,China - Jiangsu,4/8/20,633
3868,Canada,4/8/20,4154
3869,Austria,4/8/20,4512
3870,China - Chongqing,4/8/20,570
3871,China - Sichuan,4/8/20,541
3872,China - Heilongjiang,4/8/20,470
3873,China - Beijing,4/8/20,455
3874,China - Shanghai,4/8/20,418
3875,China - Hebei,4/8/20,312
3876,Diamond Princess,4/8/20,619
3877,China - Fujian,4/8/20,308
3878,Malaysia,4/8/20,1487
3879,Denmark,4/8/20,1621
3880,China - Shaanxi,4/8/20,246
3881,China - Guangxi,4/8/20,252
3882,Japan,4/8/20,622
3883,Turkey,4/8/20,1846
3884,Peru,4/8/20,1333
3885,Thailand,4/8/20,888
3886,China - Yunnan,4/8/20,173
3887,China - Hainan,4/8/20,162
3888,Singapore,4/8/20,406
3889,Bahrain,4/8/20,477
3890,China - Guizhou,4/8/20,144
3891,Chile,4/8/20,1115
3892,China - Shanxi,4/8/20,134
3893,Australia - Victoria,4/8/20,620
3894,China - Tianjin,4/8/20,152
3895,Israel,4/8/20,801
3896,China - Liaoning,4/8/20,131
3897,China - Gansu,4/8/20,133
3898,Romania,4/8/20,528
3899,Iceland,4/8/20,633
3900,China - Hubei,4/9/20,64187
3901,Spain,4/9/20,52165
3902,Iran,4/9/20,32309
3903,Germany,4/9/20,52407
3904,Italy,4/9/20,28470
3905,France,4/9/20,23206
3906,US,4/9/20,25410
3907,"Korea, South",4/9/20,6973
3908,Switzerland,4/9/20,10600
3909,China - Guangdong,4/9/20,1423
3910,China - Henan,4/9/20,1252
3911,China - Zhejiang,4/9/20,1235
3912,China - Hunan,4/9/20,1014
3913,China - Anhui,4/9/20,984
3914,China - Jiangxi,4/9/20,935
3915,Belgium,4/9/20,5164
3916,China - Shandong,4/9/20,756
3917,China - Jiangsu,4/9/20,633
3918,Canada,4/9/20,5162
3919,Austria,4/9/20,5240
3920,China - Chongqing,4/9/20,570
3921,China - Sichuan,4/9/20,541
3922,China - Heilongjiang,4/9/20,470
3923,China - Beijing,4/9/20,464
3924,China - Shanghai,4/9/20,422
3925,China - Hebei,4/9/20,313
3926,Diamond Princess,4/9/20,619
3927,China - Fujian,4/9/20,308
3928,Malaysia,4/9/20,1608
3929,Denmark,4/9/20,1736
3930,China - Shaanxi,4/9/20,246
3931,China - Guangxi,4/9/20,252
3932,Japan,4/9/20,632
3933,Turkey,4/9/20,2142
3934,Peru,4/9/20,1438
3935,Thailand,4/9/20,940
3936,China - Yunnan,4/9/20,173
3937,China - Hainan,4/9/20,162
3938,Singapore,4/9/20,460
3939,Bahrain,4/9/20,519
3940,China - Guizhou,4/9/20,144
3941,Chile,4/9/20,1274
3942,China - Shanxi,4/9/20,134
3943,Australia - Victoria,4/9/20,736
3944,China - Tianjin,4/9/20,152
3945,Israel,4/9/20,1011
3946,China - Liaoning,4/9/20,132
3947,China - Gansu,4/9/20,135
3948,Romania,4/9/20,647
3949,Iceland,4/9/20,688
